pipeline BufferSTM BufferTB BufferP TOTAL
500000 6.3771474 1.0743584 1.0821228
1000000 29.3369994 2.3207113 2.1439054
1500000 80.7665521 3.3666011 3.2214671
2000000 158.6064067 4.5430912 4.2876746
2500000 255.8028427 5.6676371 5.3520981
3000000 373.8371901 7.0540147 6.4151851
