Unique IDSTM IDCAS IDTB TOTAL
1 1.0034318 0.3191015 0.7871549
2 2.5294299 0.9584119 1.3313159
4 5.2084009 2.0535699 2.1355192
6 7.8414748 2.1986795 2.3256136
8 10.3015266 2.9941365 2.9992759
